section_id	section_title_en	description_en
510	2.3 Zagros — the Kurdish Domain	A weakened Tehran opens the Zagros to Kurdish actors, but their internal divisions constrain a simple scenario.
511	2.4 The Grand Deal — Vladivostok for the Caucasus	A hypothetical US signal to China: acquiescence over the Russian Far East in exchange for not blocking the Caucasus.
512	2.5 End-State Model — Hanseatic League 2.0	A trade network with security functions, in which regional actors take responsibility for their own segments instead of building a new empire.
513	3. Driver Map — Actor by Actor	A balance of individual states' interests shows who gains, what each fears and what each can realistically do.
514	4. Analyses Conducted	A series of tests of the main assumptions: Iranian disintegration, the IRGC, an Azerbaijani operation, coalition dynamics, Russia, financing and shock.
515	4.1 Analysis of the Disintegration of Iranian Statehood	A test of whether observed damage marks the beginning of state disintegration or merely regime adaptation.
516	Arguments That Disintegration Has Begun	Blackout, broken succession, loss of coordination and loss of the monopoly on violence point to qualitative state degradation.
517	Arguments Against	A strong state tradition, bureaucracy and Iranian identity may hold the country together despite regime decapitation.
518	4.2 Analysis of the IRGC's Loss of Its Aura of Fear	Whether military weakening of the IRGC destroys its most important asset: the reputation of inevitable force.
519	Conclusions	The breakdown of proxy networks and ineffective retaliation make the loss of the aura of fear difficult to reverse.
520	4.3 Analysis of an Azerbaijani Operation	Assessment of a limited Azerbaijani entry into northern Iran as a stabilisation and corridor-building move.
521	Feasibility	Military readiness, casus belli, contact with the US, existing infrastructure and a humanitarian narrative support feasibility.
522	4.4 Analysis of Allied Interest Convergence	A test of whether the self-interested goals of Azerbaijan, Turkey, Israel, the US, the EU, Armenia and the GCC are enough to produce a common direction.
523	Convergences	The common denominator is a weaker Iran and new transport and energy corridors.
524	Contradictions	The coalition is strained by competing corridors, the Kurdish question and differing appetites for the scale of Iran's disintegration.
525	4.5 Analysis of Russia's Role	Assessment of whether Moscow still has the material capacity to block the reconstruction of the Caucasus and Middle East.
526	Why Russia Does Not Count	The war with Ukraine and loss of influence in Armenia reduce Russia from a veto player to a weak supplier of support to Iran.
527	4.6 Analysis of the Financing Model	New infrastructure would be financed by a mix of EU, GCC, US, Israeli and private old-money capital.
528	Sources of Capital	Capital for corridors exists in energy, logistics, Gulf funds and patient private investors.
529	4.7 Analysis of Shock as an Accelerator	Crisis is expected to force investments and decisions that the status quo would block under normal conditions.
530	Historical Precedents	1973, dot-com, 2008, COVID and 2022 show shocks accelerating transformations already under way.
531	5. Identified Gaps and Risks	The greatest risks concern nuclear materials, oil, conflict spillover, local identities and loss of control over sequencing.
532	CRITICAL RISK 1: 440 kg of Uranium in a Disintegrating State	Loss of control over highly enriched uranium could trigger proliferation or force international securing operations.
533	CRITICAL RISK 2: Global Oil Shock	An oil shock simultaneously increases the need for new corridors and weakens sponsors' ability to finance them.
534	RISK 3: Pakistan and Balochistan	Iranian disintegration could carry Baloch dynamics into nuclear-armed Pakistan.
535	RISK 4: Identity of Iranian Azerbaijanis	Iranian Azerbaijanis would not automatically choose union with Azerbaijan; identity is more complex.
536	RISK 5: Mission Creep and Escalation	A limited stabilisation mission could expand into occupation, regional conflict or confrontation among sponsors.
537	RISK 6: Kurdish Fragmentation	Divisions among Kurdish groups could turn a vacuum into competition rather than a stable zone.
538	RISK 7: Sequence of Events	The model depends on sequencing: the same events at a different pace can close the window instead of opening it.
539	6. Final Verdict	The scenario is possible, but depends on several very strong assumptions and requires rigorous risk control.
540	Analyst's Assessment	The final self-assessment separates well-supported elements from speculative ones, especially regarding China and the scale of disintegration.
541	Yalta 3.0	Five deeper layers of the argument for Yalta 3.0: decision style, identity, distrust, Nash equilibria and analytical method.
542	1. Cognitive Layer — AuDHD as a Decision Style	A speculative framework treating AuDHD traits as a decision style, not as clinical diagnosis of the actors.
543	Hypothesis	A hypothesis that Trump, Aliyev and Israel share a cognitive style that makes synchronisation easier.
544	Trump — a Textbook ADHD Profile	Trump described through impulsivity, a short attention horizon, transactionalism and hyperfocus on attractive deals.
545	Aliyev — AuDHD in Strategic Mode	Aliyev described as persistently goal-focused, systemic and capable of sudden action after long observation.
546	Israel — a State with AuDHD	Israel treated metaphorically as a state system that obsessively models threat patterns and reacts quickly.
547	2. Identity Layer — Three Nations Without a State	Jews, Kurds and Azerbaijanis as nations shaped by experience of survival without their own or a fully sovereign state.
548	Foundation of the Coalition	A shared experience of division and foreign domination is proposed as a deeper bond than current interest.
549	Shared Feature 1: The State as a Project, Not a Given	Statehood as a generational project that can be recovered after decades or centuries of loss.
550	Shared Feature 2: Mutual Recognition	Shared experience of isolation and survival is expected to facilitate durable recognition among the three nations.
551	Shared Feature 3: Self-Sufficiency as a Survival Imperative	A history of betrayal by protectors strengthens a culture of securing one's own survival independently.
552	Three Thousand Years of Shared History	Long relations among Jews, Kurds and Azerbaijanis presented as a historical layer beneath the contemporary coalition.
553	Abraham in the Zagros Mountains	The geography of the Zagros, Ararat and Aras used as a symbolic layer of shared memory and sacred meaning of land.
554	3. Paradox Layer — Distrust as a Stabiliser	Distrust of external guarantors is expected to strengthen autonomy and resilience of the proposed arrangement.
555	Thesis	Kurdish distrust of the US is presented as an advantage because it forces planning without a guarantor.
556	Precedents of Betrayal	1975, 1991 and 2019 as a sequence of US abandonments of the Kurds shaping their strategy of autonomy.
557	Five Mechanisms Through Which Distrust Strengthens the Project	Five ways in which expecting betrayal is supposed to increase self-reliance and durability.
558	Mechanism 1: Autonomy of Action	Lack of trust in a patron shortens the decision path: the actor acts in its own interest instead of waiting for a signal.
559	Mechanism 2: Structures Independent of the Patron	Own defence, revenues and regional alliances are meant to survive the disappearance of an external umbrella.
560	Mechanism 3: Independence from Trump's Attention Span	If local actors act for themselves, fluctuations in Trump's attention cease to be a critical risk.
561	Mechanism 4: Eliminating the Dependency Trap	Diversifying partners and own resources is meant to remove strategic dependence on a single patron.
562	Mechanism 5: Building Internal, Not External, Legitimacy	Facts on the ground and local institutions are meant to provide legitimacy independent of formal great-power recognition.
563	4. Mathematical Layer — Nash Equilibria	Game theory is used to show that the arrangement can be self-enforcing without an arbiter or trust.
564	Definition	A Nash equilibrium as a state in which unilateral defection does not improve any actor's position.
565	Nash Test: the Jews–Azerbaijanis–Kurds Triangle	A stability test of the core triangle by calculating the cost of unilateral defection for each partner.
566	Israel Defects?	Israel would lose a buffer and unusually valuable regional partners without gaining a comparable alternative.
567	Azerbaijan Defects?	Azerbaijan would lose Israeli capabilities and the Kurdish buffer in exchange for weaker alternatives.
568	The Kurds Defect?	The Kurds would return to isolation, abandoning rare partners willing to tolerate their autonomy.
569	Nash Test: Quadrilateral with the US	Adding the US tests whether American involvement is beneficial but not essential to the core arrangement.
570	The US Defects?	US withdrawal would mean losing cheap influence and gains from an arrangement likely to survive without it.
571	The Triangle Defects Against the US?	The triangle has reasons to retain the US as a useful partner, though not as a condition of its own existence.
572	Nash Test: the Full System	The test extends defection calculations to Turkey, Armenia, the EU, the GCC and China.
573	Turkey Defects? → Irrational	Turkey would lose the Turkic corridor, transit and influence without an attractive alternative.
574	Armenia Defects? → Irrational	Armenia would lose its Western turn, border opening and benefits from new corridors.
575	The EU Defects? → Irrational	The EU would lose energy diversification and access to alternative Asian routes.
576	The GCC Defects? → Irrational	Gulf states would return to a costlier environment with a stronger Iranian threat.
577	China Defects? → Irrational (If the Vladivostok Deal Holds)	Under the Far East deal assumption, China would have more to lose than gain by blocking the arrangement.
578	Three Nested Equilibria	Local, regional and broader equilibria are expected to reinforce the system at different scales.
579	5. Epistemological Layer — Why This Analysis Looks the Way It Does	Reflection on how intuition, provocation and data led to the emergence of successive layers of the model.
580	The Reversed Scientific Method	The process described as intuition → provocation → data → formalisation, instead of the classical hypothesis → test sequence.
581	Synthesis: Why This Could Work	Five independent layers assembled to explain how the arrangement might endure without a central architect.
582	Five Layers = Five Reasons	Five arguments for durability: cognitive synchronisation, memory, distrust, Nash and an organic analytical process.
583	Final Sentence	Yalta 3.0 as a “gravitational field”: once activated, the arrangement is expected to attract actors through the force of their own interests.
584	Oil, Gas and Geopolitics	A structural analysis of oil and gas demand, substitution possibilities and the geopolitical consequences of the energy transition.
585	1. Structure of Global Oil and Gas Demand (2024)	A breakdown of global oil and gas consumption into transport, energy, feedstock and other uses.
586	1.1 Transport — Internal Breakdown	Road transport dominates and has substitutes; aviation and shipping form a harder core of demand.
587	2. Substitution: What Can Be Replaced “Right Now”?	Most energy uses of oil and gas can technically be replaced without new scientific breakthroughs.
588	2.1 Road Transport + Electricity and Heat Generation (~267 EJ, 78%)	EVs, renewables, nuclear power and heat pumps can replace a large share of consumption, but require decades of infrastructure build-out.
589	2.2 Industrial Process Feedstock (~35 EJ, 10%)	Petrochemicals need hydrocarbons as material, not just energy; substitution is substantially harder.
590	2.3 Fertilisers — a Special Feedstock Case	Fertilisers require hydrogen and gas, but production can be relocated geographically and rebuilt relatively quickly.
591	3. The Hormuz Scenario: Inflation ≠ Famine	Closure of Hormuz is primarily a price and logistics shock, not an automatic scenario of global famine.
592	3.1 Key Distinction: Price Shock vs Physical Shortage	The market cuts less useful demand before fuel disappears from food transport and other critical functions.
593	3.2 Scale of the Shock: Comparison with Lehman Brothers / Dot-Com	A Hormuz shock could resemble a major recession in scale, but hits supply and creates stagflation rather than a financial crisis.
594	3.3 The Paradox of a Rapid Shock	A clear bad signal can accelerate adaptation and cost less than prolonged uncertainty.
595	4. Energy Geopolitics: Substitution as a Change in the Topology of Power	Substituting fossil fuels changes not only the energy mix but also the structure of political and economic dependence.
596	4.1 If a.1 + b Were Electrified	Mass electrification removes part of petrostates' leverage by reducing the importance of chokepoints and fuel cartels.
597	4.2 Old Paradigm vs New: Centralisation vs Decentralisation	Oil requires centralised chains; solar and batteries shift energy production toward distributed networks.
598	4.3 A Solar Panel Is a Capital Good; a Barrel Is a Consumable	Once sold, a panel reduces future fuel demand, whereas a barrel requires continuous repurchase.
599	5. Resource Monopolies: Saudi Durability vs Chinese Durability	A comparison of an oil monopoly rooted in geology with Chinese dominance in critical-mineral processing.
600	5.1 Saudi Pricing Leverage: Autoimmunity	Cutting oil prices hurts competitors, but simultaneously accelerates investment in durable substitutes.
601	5.2 China's Critical-Mineral Monopoly: Active and Temporary	China's advantage stems mainly from processing, subsidies and industrial scale, not unique geology.
602	5.3 Why a Chinese “OPEC for Critical Minerals” Has a Built-In Self-Destruct Clock	Metals are recoverable stock; growing recycling gradually weakens monopoly power over new extraction.
603	6. The Ethical Dimension: Crises, Morality and Transformation	The energy transition also has a moral dimension: it reduces the political price of dependence on authoritarian suppliers.
604	6.1 Cheap Resources from Dictators as Moral Hazard	Cheap energy from dictatorships encourages democracies to rationalise dependence and separate values from policy.
605	6.2 Crises Do Not Always Moralise — Condition: a Substitute	A crisis leads to decoupling from a supplier only when a real technological alternative exists.
606	6.3 Who Accelerated Decarbonisation?	Putin created the security push and China the price pull behind faster decarbonisation.
607	6.4 Energy as an Instrument of Justice	Cheap distributed energy reduces weaker consumers' exposure to global shocks and intermediaries.
608	7. Summary of Theses	Overall verdict: most energy demand is substitutable, feedstock remains, and monopolies lose durability.
609	Monopolies, Morality and Transformation	A source-based revision of the theses on energy monopolies, political dependence and the moral dimension of transition. It verifies and corrects the earlier analysis.
610	1. Saudi Pricing Leverage: Anatomy of Self-Liquidation	Saudi price wars weakened competitors temporarily, but permanently increased shale resilience and cost OPEC revenue.
611	2. China's Monopoly on REEs and Lithium: Strategy, Mechanism, Erosion	Chinese dominance in REEs and lithium stems from the industrial processing ecosystem; its erosion is real, but slower than previously assumed.
612	2.1 Strategy: “Not Geology, but Processing”	A forty-year strategy combining cheap capital, environmental tolerance, separation technology, downstream clusters and export controls.
613	2.2 Erosion: Is the Self-Destruct Clock Really Ticking?	Recycling and diversification work against monopoly in the long run, but heavy REEs give China several years of acute leverage.
614	3. Wandel durch Handel: Anatomy of Energy Moral Hazard	Energy dependence on Russia was supported not only by interest but also by a sincere political doctrine that rationalised the risk.
615	3.1 German Dependence on Russian Gas as a Case Study	German gas policy locked in infrastructure dependence despite growing signals of political risk.
616	3.2 “New Member States” vs “Old”	Central Europe and the Baltic states treated Russian gas as a threat earlier; part of Western Europe treated it as low-risk trade.
617	4. Crises and Morality: When Does Shock Produce Solidarity, and When Sauve Qui Peut?	A crisis can produce solidarity or opportunism; outcomes depend not only on substitutes but also on coordination capacity.
618	4.1 1973 vs 2022: Two Modes of Response	1973 strengthened transactionalism; 2022 accelerated European decoupling thanks to technology and existing institutions of collective action.
619	4.2 Cost Asymmetry: Who Pays for the Transition?	The costs of shocks fall hardest on states without reserves, domestic supply or capital; distributed energy reduces this dependence.
620	5. Summary of Corrections	Two main corrections: China's monopoly erodes more slowly, and solidarity requires both a technological substitute and coordination institutions.
621	63 features — core or camouflaging	Classification of all sixty-three features from “AuDHD in adults — features and patterns of functioning” (v4.5) according to one question: is a given feature a direct result of AuDHD neurobiology itself, or a product of years of masking and camouflaging?
622	The list	0. Information-processing style [R] — the defining architecture: associative, bottom-up, monotropic processing is the very foundation on which the rest of the list stands.
623	Summary count	Core [R]: thirty-eight features. Mixed [R+M]: nineteen. Camouflaging [M]: six — items 23, 36, 47, 53, 56, and 62.
624	What works after a late diagnosis	A menu of approaches developed for adults after a recent diagnosis and that generally work. Something to choose from, not a syllabus to complete in full.
625	A map of the terrain — five things that make the difference	Before the menu, the map. For people who receive a late diagnosis of autism, ADHD, or both, five things largely determine how the process unfolds. First: relationships and mental health around the time of diagnosis matter more than the diagnosis itself.
626	A course about yourself	A dozen or so meetings in a small group, one topic each week. Topics that have been tested in this kind of course include:
627	A facilitator from the same tribe	Everything above works markedly better when it is led by someone who has the diagnosis themselves. Two reasons: they understand without requiring an explanation, and they are living proof that it is possible to have this diagnosis and still be a whole adult person. This is not an add-on; it is an active ingredient.
628	People in the same boat	Regular contact with other people who were diagnosed late — a group, meetings, or even simply reading other people's stories.
629	A person instead of a list of phone numbers	Lists of addresses and leaflets do not work. Calling unfamiliar institutions is precisely the kind of thing the diagnosis has just identified as difficult.
630	A starter pack	Free material to work through independently and at your own pace: what the diagnosis means, other people's stories, and first steps.
631	What to ask for — a list of 24 voices	Late-diagnosed adults reached agreement, over four rounds, on a complete list of what post-diagnostic support should include.
632	What to expect from yourself	Three things worth knowing in advance, because knowing them is helpful in itself. Relief and grief can arrive together: relief that there is finally an explanation, and grief for years spent masking. That is not a contradiction; it is the whole picture.
633	Ten equations, metaphysics, and a jury packed with friends	A private selection of equations that do more than calculate the world: they have the nerve to say something about what the world actually is.
634	Principle of stationary action	The actual path of a system is the one for which a small variation of the entire trajectory does not change the action to first order. Not the “shortest” and not always the “smallest”: stationary .
635	Einstein field equation	On the left, the geometry of spacetime; on the right, matter and energy. The contents of the world do not sit inside a ready-made stage set: the contents deform the stage, and the deformed stage guides the actors.
636	Boltzmann and the second law	One line connects microscopic possibilities with macroscopic disorder and explains why scrambled eggs do not spontaneously reassemble into an egg.
637	Bell–CHSH and the Tsirelson bound	This is an experimental detector for metaphysical fraud. It tests whether the world can be a local machine in which particles have their answers printed before measurement.
638	Uncertainty relation	This is not about a lab technician's shaky hand or a microscope that was too cheap. A quantum state cannot simultaneously possess arbitrarily sharp position and momentum.
639	Maxwell in two lines	Electromagnetism, which takes four famous equations in vector calculus, collapses to two in the language of differential forms. The first contains the absence of magnetic monopoles and induction; the second, charges and currents.
640	Dirac equation	The attempt to reconcile quantum mechanics with special relativity produced spin almost for free, then spat out negative energies. Instead of sweeping them under the rug, physics took them seriously and found antimatter.
641	Navier–Stokes equations · outside the competition	Newton for a fluid: inertia, pressure, viscosity, and external forces, after which one tiny nonlinear term, u·∇u , opens a turbulence farm in the basement.
642	Landauer's limit	Erasing one bit of information has a minimum thermodynamic cost. Information is not a mist floating above matter: it lives in a physical state, and irreversible erasure produces entropy. Even the cosmic administrator cannot empty the trash completely for free.
643	Wheeler–DeWitt	An equation meant to describe the entire Universe, and there is no time in it. Not “time flows relatively.” Not “time is strange.” The fucker has been deleted from the equation.
644	Competition jury	Discussion of “Competition jury” in the context of “Ten equations, metaphysics, and a jury packed with friends — with notes from the zombie reviewer”.
645	Assessment of impartiality	The jury is entirely independent — of responsibility, the calendar, and any possibility of reconstructing how its decisions were made. Everyone got in through connections, which eliminated the risk of some random outsider accidentally taking part.
646	Ten equations, metaphysics, and a jury packed with friends	A private selection of equations that do more than calculate the world: they have the nerve to say something about what the world actually is. With Maciek's commentary, a supervisory body of distinctly demonic qualifications, and notes from the zombie reviewer, added at the jury's explicit request.
647	Principle of stationary action	The actual path of a system is the one for which a small variation of the entire trajectory does not change the action to first order. Not the “shortest” and not always the “smallest”: stationary.
648	Einstein field equation	On the left, the geometry of spacetime; on the right, matter and energy. The contents of the world do not sit inside a ready-made stage set: the contents deform the stage, and the deformed stage guides the actors. Gravity ceases to be a force and becomes architecture.
649	Boltzmann and the second law	One line connects microscopic possibilities with macroscopic disorder and explains why scrambled eggs do not spontaneously reassemble into an egg.
650	Bell–CHSH and the Tsirelson bound	This is an experimental detector for metaphysical fraud. It tests whether the world can be a local machine in which particles have their answers printed before measurement.
651	Uncertainty relation	This is not about a lab technician's shaky hand or a microscope that was too cheap. A quantum state cannot simultaneously possess arbitrarily sharp position and momentum. The limitation lies in the non-commutativity of operators, in the geometry of the theory itself.
652	Maxwell in two lines	Electromagnetism, which takes four famous equations in vector calculus, collapses to two in the language of differential forms. The first contains the absence of magnetic monopoles and induction; the second, charges and currents.
653	Dirac equation	The attempt to reconcile quantum mechanics with special relativity produced spin almost for free, then spat out negative energies. Instead of sweeping them under the rug, physics took them seriously and found antimatter.
654	Navier–Stokes equations · outside the competition	Newton for a fluid: inertia, pressure, viscosity, and external forces, after which one tiny nonlinear term, u·∇u, opens a turbulence farm in the basement.
655	Landauer's limit	Erasing one bit of information has a minimum thermodynamic cost. Information is not a mist floating above matter: it lives in a physical state, and irreversible erasure produces entropy.
656	Wheeler–DeWitt	An equation meant to describe the entire Universe, and there is no time in it. Not “time flows relatively.” Not “time is strange.” The fucker has been deleted from the equation.
657	Competition jury	Discussion of “Competition jury” in the context of “Ten equations, metaphysics, and a jury packed with friends — with notes from the zombie reviewer”.
658	Assessment of impartiality	The jury is entirely independent — of responsibility, the calendar, and any possibility of reconstructing how its decisions were made. Everyone got in through connections, which eliminated the risk of some random outsider accidentally taking part.
659	Memory architectures as a cognitive map	From computer memory in the 1980s, through programming-language paradigms and big-data systems, to neurotypical and neurodivergent memory.
660	Abstract	The essay argues that the history of computer memory — from the expensive, physically constrained DRAM of the 1980s, through the evolution of memory-management paradigms in programming languages, to today's distributed systems handling petabytes of data — is…
661	§1 Introduction — one problem, many solutions	Every system that has to remember faces the same structural constraint: available memory is finite, while the stream of incoming data is, in practice, infinite.
662	§2 Computer memory in the 1980s and early 1990s — physics as a design constraint	In the 1980s, RAM was an expensive, scarce, physically measurable resource. The Apple II (1977) came with 4 KB of memory as standard. The IBM PC (1981) had 16 KB in the base version and up to 256 KB when expanded.
663	Sources for §2	Wikipedia: Commodore 64 — full architecture description, 64 KB of RAM, 38,911 bytes available to BASIC, bank-switching mechanism
664	§3 Memory in C — manual management as a paradigm	C, designed in 1972–1973 by Dennis Ritchie at Bell Labs as an evolution of Ken Thompson's B language, is a direct semantic reflection of the original ethos. C does not manage memory for the programmer.
665	Sources for §3	Wikipedia: C (programming language) — history, design, relationship with Unix
666	§4 Memory in Python — references, garbage collection, abstraction	Python, designed in December 1989 by Guido van Rossum at the Centrum Wiskunde & Informatica in Amsterdam, represents the opposite paradigm to C.
667	Sources for §4	Guido van Rossum — Brief Bio — the creator's official website
668	§5 Memory in JavaScript — an accidental language of the browser era	JavaScript was created in May 1995 at Netscape Communications. Brendan Eich, a newly hired programmer, was tasked with designing a scripting language for the Netscape Navigator 2.0 browser and, as he himself says, “spent ten consecutive days…”
669	Sources for §5	Wikipedia: JavaScript — full history, ECMAScript, usage statistics
670	§6 Memory in big data — Hadoop, MapReduce, and the economics of distribution	During the first decade of the twenty-first century, computer science ran into a new problem: the scale of data exceeded the capacity of a single machine.
671	Sources for §6	Wikipedia: MapReduce — full description of the paradigm, history, criticism
672	§7 Human memory — schemas, hippocampus, cortex, sleep	The human brain deals with the same structural problem as a computer: the contents of the world are larger than the available memory.
673	The hierarchy of human memory	The classical model of human memory, formulated in the second half of the twentieth century, distinguishes several systems:
674	Deep sleep (SWS) and REM sleep as consolidation phases	Contemporary sleep neurobiology — described in numerous studies by Jan Born of the University of Tübingen and other researchers — identifies two sleep phases as crucial to memory consolidation, each serving a somewhat different function.
675	Human memory as a lossy compressor	Neurotypical memory is, in computer-science terms, a lossy compressor with gist extraction. Details are discarded; schemas remain.
676	Sources for §7	Diekelmann & Born (2010): “Slow-wave sleep and the consolidation of long-term memory” — a classic review
677	§8 Neurotypical vs neurodivergent memory — a difference in design strategy	There is no single “ND memory architecture”, just as there is no single “NT architecture”.
678	Monotropism — a theory of attention in autism	The most important theory of the past two decades attempting to unify the picture of autistic cognitive functioning is monotropism — a concept proposed in 1992 by Dinah Murray and fully developed in the article by Murray, Lesser, and Lawson…
679	Weak central coherence — a theory of detail	The second classical theory of autistic cognitive style is weak central coherence (WCC), introduced by Uta Frith in her 1989 book Autism: Explaining the Enigma.
680	Working memory in ADHD — an executive deficit	ADHD has a different memory profile from ASD. Russell Barkley, one of the most influential ADHD researchers of the past half-century, formulated a model in his 1997 paper Behavioral Inhibition, Sustained Attention, and Executive Functions in which working memory is one of…
681	Synthesis — ND memory as pointer-based	Combining these three lines of research — monotropism, weak central coherence, and working-memory deficits in ADHD — makes it possible to sketch a structural picture of AuDHD memory as:
682	Sources for §8	monotropism.org — official website maintained by Fergus Murray
683	§9 Consequences — who builds the foundations of computing	The central thesis of this essay is as follows: if low-level programming languages, operating-system kernels, compilers, databases, and distributed systems require a native ability to operate on pointer-based memory — and if that ability is a feature…
684	§10 Conclusion	Memory — in a computer, a brain, a cluster, or a programming language — is a solution to the same structural problem: the contents of the world exceed the capacity of the system. There is only a finite number of canonical solutions.
685	Memory architectures	Discussion of “Memory architectures” in the context of “Memory architectures — a story about who really built IT”.
686	Bell Labs, August 1969	Bonnie Thompson is packing her bags. Together with her one-year-old son Corey, she is flying to San Diego to visit her parents and introduce them to the grandson they have not yet met. She leaves for a month. Her husband Ken stays in New Jersey, at home, with his office nearby at Bell Labs.
687	Stanford, 30 March 1977	Donald Knuth receives a package in the mail. He opens it. Inside are proofs — trial printouts, known in printing as galley proofs — of the second edition of his book The Art of Computer Programming, Volume 2. The first edition came out in 1968.
688	Cambridge, Massachusetts, 1980–2019	In June 1980, Richard Matthew Stallman is 27 and works at the MIT AI Lab. The Xerox laser printer has jammed for the thousandth time, and Stallman wants to modify the driver so that it reports when it jams. Xerox refuses to give him the source code.
689	Helsinki, 14 June 2012	Aalto Talk. A lecture hall full of students. Linus Torvalds sits in an armchair, wearing a blue T-shirt, with a lapel microphone. He is 42. He lives in Portland, Oregon.
690	San Francisco, a garage, 1976	Steve Wozniak is 25 and works at HP. After hours, he solders in a garage in Los Altos. He has no business plan for it. He does it for fun. Steve Jobs, his friend since high school, is 21 and has taken on the job of figuring out how to make money from it.
691	And here is the strongest part: the category did not exist	Ken Thompson was born in 1943. Dennis Ritchie in 1941. Donald Knuth in 1938. Richard Stallman in 1953. Steve Wozniak in 1950. Linus Torvalds in 1969. Bill Joy in 1954. Larry Wall, the creator of Perl, in 1954. Guido van Rossum in 1956.
692	And why this matters from the perspective of memory	A pointer in C is literally a number — the address of a memory cell. A C programmer keeps a graph of all active allocations in their head: which blocks are on the stack, which are on the heap, which pointers refer to them, who will free them, when, and in what order.
693	JavaScript as the exception that proves the rule	And now the most important counterexample. In May 1995 Brendan Eich is given 10 days to design a scripting language for the Netscape Navigator 2.0 browser. He writes the prototype in ten days. Full integration takes several months.
694	What this means from the perspective of 2026	When, in March 2026, someone receives a formal AuDHD diagnosis in a psychiatrist's office in Kraków, it is worth noticing that the category being assigned is, as a diagnostic entity, 13 years old.
695	ADHD and helping at your own expense	The thesis, the mechanism, and social exploitation
696	The thesis in compact form	People with ADHD have a stronger need to help others — especially at their own expense — than neurotypical people.
697	Elaboration	Discussion of “Elaboration” in the context of “ADHD and helping at your own expense — thesis and mechanism”.
698	Mechanism 1: hypersensitivity to social rejection	RSD (Rejection Sensitive Dysphoria) is a clinically described phenomenon whose core is a disproportionately intense emotional reaction — painful, physical, immediate — to actual or merely perceived…
699	Mechanism 2: a steep temporal reward-discounting curve	The second explanation — independent of the first, though operating in the same direction — comes from Russell Barkley's executive-function theory (1997) and dozens of replications in delay-discounting research (Sonuga-Barke, Barkley et al. 2001; meta-analysis by Marx et al. 2021).
700	Mechanism 3: weaker boundary regulation in confrontation	The third element is a weaker ability to stop the automatic “yes” response when faced with a concrete, direct request. This follows from deficits in response inhibition — one of the four executive domains in Barkley's model.
701	The asymmetry that neurotypical people exploit unconsciously	Together, these three mechanisms produce a systemic asymmetry: in a situation where “A needs help from B”, the probability that a person with ADHD will agree is significantly higher than for a neurotypical person, regardless of the state of their own affairs.
702	What to do about it	Mechanism 1 can be treated: pharmacological treatment of ADHD (stimulants) and therapy targeting RSD reduce the intensity of reactions to rejection.
703	Sources	Barkley, R. A. (1997). Behavioral inhibition, sustained attention, and executive functions: Constructing a unifying theory of ADHD. Psychological Bulletin, 121(1), 65–94.
704	What Appendix 1 says — in plain language	Twenty papers from 2008–2026, read as a single story — this time with numbers, but numbers translated into human terms. Version 02.00 was created after reading the studies themselves, not merely their titles.
705	A bridge to the list of sixty-three features	These twenty papers and the list of sixty-three features in the AuDHD study are two descriptions of the same terrain from different altitudes: the research is a satellite map — genes, whole countries, thousands of people — while the list consists of street-level photographs.
706	The core point	For decades, diagnostic rules forced clinicians to choose one label, so people who had two got one or none — and paid the difference out of their own lives.
707	AuDHD and foundational builders in IT	A hypothesis in two versions — the easy one and the perverse one — plus four independent layers of argument supporting it: cohort-historical, psychosocial-motivational, linguistic-technical, and cognitive-architectural.
708	Two formulations of the thesis	Discussion of “Two formulations of the thesis” in the context of “AuDHD and foundational builders in IT — the hypothesis and its four layers”.
709	The easy thesis (correlational)	AuDHD traits arising directly from the phenotype — even after subtracting masking and its consequences — facilitate and predispose a person to become a foundational builder in IT, understood very broadly. NT people can do it too; it is harder for them. ND people have it easier.
710	The perverse thesis (necessity claim)	Features of the AuDHD phenotype are necessary or required for laying the foundations of IT. Without an AuDHD architecture, it cannot be done — regardless of intelligence, motivation, resources, or support. What is missing is the apparatus, not the skill.
711	Definition of a “builder” and a “foundation”	An “IT foundation” in this text means code on which other code used by millions depends, and which required five or more years of sustained work by one person or a small team. The definition is independent of the author's phenotype.
712	Layer 1 — cohort-historical	Discussion of “Layer 1 — cohort-historical” in the context of “AuDHD and foundational builders in IT — the hypothesis and its four layers”.
713	The diagnoses did not exist when the foundations were being built	Asperger described autism in 1944, in German; it reached English-language psychiatry in the 1980s. Kanner did so in 1943. Autism as a separate diagnostic entity appeared in DSM-III in 1980. Before that, it was conflated with childhood schizophrenia.
714	Consequences for the pioneers	Turing (d. 1954) died 26 years before ASD existed as a category, 33 years before ADHD, and 59 years before AuDHD. Diagnosis was physically impossible because the categories did not exist.
715	The generation born before about 1985	ND diagnoses are drastically underrepresented in this cohort worldwide — not because ND was rarer, but because access to adult diagnosis is recent. A diagnosis after age 40 is now a cohort norm, not a delay. The computing pioneers of the 1940s–1970s…
716	Today's foundational builders	The youngest are around 20; most are 30–40+. The 25–40 cohort, born roughly 1985–2000, is beginning to receive diagnoses, but most still have no formal diagnosis, because:
717	The epistemic paradox	The more strongly a field positively selects for AuDHD, the less motivation people in that field have to seek diagnosis, because the environment works for them. Diagnosis tends to appear when AuDHD clashes with the environment, not when it fits it.
718	Layer 2 — psychosocial-motivational	Discussion of “Layer 2 — psychosocial-motivational” in the context of “AuDHD and foundational builders in IT — the hypothesis and its four layers”.
