section_id	document_id	collection	document_code	section_order	title_pl	title_en	description_pl	description_en
583	14	rosja	D7	43	Ostatnie zdanie	Final Sentence	Jałta 3.0 jako „pole grawitacyjne”: raz uruchomiony układ ma przyciągać aktorów siłą ich własnych interesów.	Yalta 3.0 as a “gravitational field”: once activated, the arrangement is expected to attract actors through the force of their own interests.
584	15	rosja	E1	1	Ropa, gaz i geopolityka	Oil, Gas and Geopolitics	Strukturalna analiza popytu na ropę i gaz, możliwości substytucji oraz geopolitycznych skutków transformacji energetycznej.	A structural analysis of oil and gas demand, substitution possibilities and the geopolitical consequences of the energy transition.
585	15	rosja	E1	2	1. Struktura globalnego popytu na ropę i gaz (2024)	1. Structure of Global Oil and Gas Demand (2024)	Podział globalnego zużycia ropy i gazu na transport, energię, feedstock i pozostałe zastosowania.	A breakdown of global oil and gas consumption into transport, energy, feedstock and other uses.
586	15	rosja	E1	3	1.1. Transport — podział wewnętrzny	1.1 Transport — Internal Breakdown	Transport drogowy dominuje i ma substytuty; lotnictwo oraz żegluga tworzą twardszy rdzeń popytu.	Road transport dominates and has substitutes; aviation and shipping form a harder core of demand.
587	15	rosja	E1	4	"2. Substytucja: co można zastąpić „już teraz""?"	2. Substitution: What Can Be Replaced “Right Now”?	Większość energetycznego użycia ropy i gazu można technicznie zastąpić bez nowych przełomów naukowych.	Most energy uses of oil and gas can technically be replaced without new scientific breakthroughs.
588	15	rosja	E1	5	2.1. Transport drogowy + generacja prądu i ciepła (~267 EJ, 78%)	2.1 Road Transport + Electricity and Heat Generation (~267 EJ, 78%)	EV, OZE, atom i pompy ciepła mogą zastąpić dużą część zużycia, ale wymagają dekad infrastruktury.	EVs, renewables, nuclear power and heat pumps can replace a large share of consumption, but require decades of infrastructure build-out.
589	15	rosja	E1	6	2.2. Surowiec do procesów przemysłowych (~35 EJ, 10%)	2.2 Industrial Process Feedstock (~35 EJ, 10%)	Petrochemia potrzebuje węglowodorów jako materiału, nie tylko energii; substytucja jest znacznie trudniejsza.	Petrochemicals need hydrocarbons as material, not just energy; substitution is substantially harder.
590	15	rosja	E1	7	2.3. Nawozy — szczególny przypadek feedstocku	2.3 Fertilisers — a Special Feedstock Case	Nawozy wymagają wodoru i gazu, lecz produkcja może być geograficznie przenoszona i odbudowywana stosunkowo szybko.	Fertilisers require hydrogen and gas, but production can be relocated geographically and rebuilt relatively quickly.
591	15	rosja	E1	8	3. Scenariusz Ormuz: inflacja ≠ głód	3. The Hormuz Scenario: Inflation ≠ Famine	Zamknięcie Ormuz jest przede wszystkim szokiem cenowym i logistycznym, nie automatycznym scenariuszem globalnego głodu.	Closure of Hormuz is primarily a price and logistics shock, not an automatic scenario of global famine.
592	15	rosja	E1	9	3.1. Kluczowa dystynkcja: szok cenowy vs. fizyczny brak	3.1 Key Distinction: Price Shock vs Physical Shortage	Rynek redukuje mniej użyteczny popyt, zanim zabraknie paliwa dla transportu żywności i funkcji krytycznych.	The market cuts less useful demand before fuel disappears from food transport and other critical functions.
593	15	rosja	E1	10	3.2. Skala szoku: porównanie z Lehman Brothers / dot-com	3.2 Scale of the Shock: Comparison with Lehman Brothers / Dot-Com	Szok Ormuz może przypominać wielką recesję skalą, lecz uderza w podaż i tworzy stagflację zamiast kryzysu finansowego.	A Hormuz shock could resemble a major recession in scale, but hits supply and creates stagflation rather than a financial crisis.
594	15	rosja	E1	11	3.3. Paradoks szybkiego szoku	3.3 The Paradox of a Rapid Shock	Jednoznaczna zła wiadomość może przyspieszyć adaptację i kosztować mniej niż długotrwała niepewność.	A clear bad signal can accelerate adaptation and cost less than prolonged uncertainty.
595	15	rosja	E1	12	4. Geopolityka energii: substytucja jako zmiana topologii władzy	4. Energy Geopolitics: Substitution as a Change in the Topology of Power	Substytucja paliw kopalnych zmienia nie tylko miks energetyczny, lecz układ politycznej i ekonomicznej zależności.	Substituting fossil fuels changes not only the energy mix but also the structure of political and economic dependence.
596	15	rosja	E1	13	4.1. Gdyby a.1 + b były zelektryfikowane	4.1 If a.1 + b Were Electrified	Masowa elektryfikacja odbiera petrostates część dźwigni, redukując znaczenie chokepointów i karteli paliwowych.	Mass electrification removes part of petrostates' leverage by reducing the importance of chokepoints and fuel cartels.
597	15	rosja	E1	14	4.2. Stary paradygmat vs. nowy: centralizacja vs. decentralizacja	4.2 Old Paradigm vs New: Centralisation vs Decentralisation	Ropa wymaga scentralizowanych łańcuchów; solar i baterie przesuwają produkcję energii ku rozproszonym sieciom.	Oil requires centralised chains; solar and batteries shift energy production toward distributed networks.
598	15	rosja	E1	15	4.3. Panel to capital good, baryłka to consumable	4.3 A Solar Panel Is a Capital Good; a Barrel Is a Consumable	Panel raz sprzedany zmniejsza przyszły popyt na paliwo, podczas gdy baryłka wymaga ciągłego ponownego zakupu.	Once sold, a panel reduces future fuel demand, whereas a barrel requires continuous repurchase.
599	15	rosja	E1	16	5. Monopole surowcowe: trwałość saudyjska vs. chińska	5. Resource Monopolies: Saudi Durability vs Chinese Durability	Porównanie trwałości monopolu opartego na geologii ropy z chińską dominacją w przetwarzaniu surowców krytycznych.	A comparison of an oil monopoly rooted in geology with Chinese dominance in critical-mineral processing.
600	15	rosja	E1	17	5.1. Saudyjska dźwignia cenowa: autoimmunologia	5.1 Saudi Pricing Leverage: Autoimmunity	Obniżanie cen ropy niszczy konkurentów, ale jednocześnie przyspiesza inwestycje w trwałe substytuty.	Cutting oil prices hurts competitors, but simultaneously accelerates investment in durable substitutes.
601	15	rosja	E1	18	5.2. Chiński monopol na surowce krytyczne: aktywny i czasowy	5.2 China's Critical-Mineral Monopoly: Active and Temporary	Chińska przewaga wynika głównie z processingu, dotacji i skali przemysłowej, nie wyjątkowej geologii.	China's advantage stems mainly from processing, subsidies and industrial scale, not unique geology.
602	15	rosja	E1	19	"5.3. Dlaczego chiński „OPEC na surowce krytyczne"" ma wbudowany zegar samozniszczenia"	5.3 Why a Chinese “OPEC for Critical Minerals” Has a Built-In Self-Destruct Clock	Metale są stockiem możliwym do odzysku; rosnący recykling stopniowo ogranicza siłę monopolu na nowe wydobycie.	Metals are recoverable stock; growing recycling gradually weakens monopoly power over new extraction.
603	15	rosja	E1	20	6. Wymiar etyczny: kryzysy, moralność i transformacja	6. The Ethical Dimension: Crises, Morality and Transformation	Transformacja energetyczna ma także wymiar moralny: zmniejsza polityczną cenę zależności od autorytarnych dostawców.	The energy transition also has a moral dimension: it reduces the political price of dependence on authoritarian suppliers.
604	15	rosja	E1	21	6.1. Tani surowiec od dyktatorów jako moralny hazard	6.1 Cheap Resources from Dictators as Moral Hazard	Tania energia od dyktatur zachęca demokracje do racjonalizowania zależności i rozdzielania wartości od polityki.	Cheap energy from dictatorships encourages democracies to rationalise dependence and separate values from policy.
605	15	rosja	E1	22	6.2. Kryzysy nie zawsze moralizują — warunek: substytut	6.2 Crises Do Not Always Moralise — Condition: a Substitute	Kryzys prowadzi do odłączenia od dostawcy tylko wtedy, gdy istnieje realna technologiczna alternatywa.	A crisis leads to decoupling from a supplier only when a real technological alternative exists.
606	15	rosja	E1	23	6.3. Kto przyspieszył dekarbonizację?	6.3 Who Accelerated Decarbonisation?	Putin stworzył bezpieczeństwowy push, a Chiny cenowy pull dla szybszej dekarbonizacji.	Putin created the security push and China the price pull behind faster decarbonisation.
607	15	rosja	E1	24	6.4. Energia jako narzędzie sprawiedliwości	6.4 Energy as an Instrument of Justice	Tania energia rozproszona zmniejsza podatność słabszych odbiorców na globalne szoki i pośredników.	Cheap distributed energy reduces weaker consumers' exposure to global shocks and intermediaries.
608	15	rosja	E1	25	7. Podsumowanie tez	7. Summary of Theses	Zbiorczy werdykt: większość energetycznego popytu jest substytucyjna, feedstock zostaje, a monopole tracą trwałość.	Overall verdict: most energy demand is substitutable, feedstock remains, and monopolies lose durability.
609	16	rosja	E2	1	Monopole, moralność i transformacja	Monopolies, Morality and Transformation	Źródłowa rewizja tez o monopolach energetycznych, zależności politycznej i moralnym wymiarze transformacji. Weryfikuje i koryguje wcześniejszą analizę.	A source-based revision of the theses on energy monopolies, political dependence and the moral dimension of transition. It verifies and corrects the earlier analysis.
610	16	rosja	E2	2	1. Saudyjska dźwignia cenowa: anatomia samolikwidacji	1. Saudi Pricing Leverage: Anatomy of Self-Liquidation	Wojny cenowe Arabii Saudyjskiej osłabiały konkurentów chwilowo, lecz trwale zwiększały odporność shale i kosztowały OPEC przychody.	Saudi price wars weakened competitors temporarily, but permanently increased shale resilience and cost OPEC revenue.
611	16	rosja	E2	3	2. Chiński monopol na REE i lit: strategia, mechanizm, erozja	2. China's Monopoly on REEs and Lithium: Strategy, Mechanism, Erosion	Chińska dominacja w REE i licie wynika z przemysłowego ekosystemu processingu, a jej erozja jest realna, lecz wolniejsza niż zakładano.	Chinese dominance in REEs and lithium stems from the industrial processing ecosystem; its erosion is real, but slower than previously assumed.
612	16	rosja	E2	4	"2.1. Strategia: „nie geologia, lecz processing"""	2.1 Strategy: “Not Geology, but Processing”	Czterdziestoletnia strategia łączy tani kapitał, tolerancję środowiskową, technologię separacji, klastry downstream i kontrolę eksportu.	A forty-year strategy combining cheap capital, environmental tolerance, separation technology, downstream clusters and export controls.
613	16	rosja	E2	5	2.2. Erozja: czy zegar samozniszczenia naprawdę tyka?	2.2 Erosion: Is the Self-Destruct Clock Really Ticking?	Recykling i dywersyfikacja działają przeciw monopolowi długoterminowo, ale ciężkie REE dają Chinom kilkuletnią ostrą dźwignię.	Recycling and diversification work against monopoly in the long run, but heavy REEs give China several years of acute leverage.
614	16	rosja	E2	6	3. Wandel durch Handel: anatomia moralnego hazardu energetycznego	3. Wandel durch Handel: Anatomy of Energy Moral Hazard	Zależność energetyczna od Rosji była wspierana nie tylko interesem, lecz szczerą doktryną polityczną racjonalizującą ryzyko.	Energy dependence on Russia was supported not only by interest but also by a sincere political doctrine that rationalised the risk.
615	16	rosja	E2	7	3.1. Niemiecka zależność od rosyjskiego gazu jako case study	3.1 German Dependence on Russian Gas as a Case Study	Niemiecka polityka gazowa utrwaliła zależność infrastrukturalnie mimo rosnących sygnałów ryzyka politycznego.	German gas policy locked in infrastructure dependence despite growing signals of political risk.
616	16	rosja	E2	8	"3.2. „Nowe kraje członkowskie"" vs. „stare"""	3.2 “New Member States” vs “Old”	Europa Środkowa i Bałtycy wcześniej traktowali rosyjski gaz jako zagrożenie; część Zachodu jako niskie ryzyko handlowe.	Central Europe and the Baltic states treated Russian gas as a threat earlier; part of Western Europe treated it as low-risk trade.
617	16	rosja	E2	9	4. Kryzysy a moralność: kiedy szok prowadzi do solidarności, a kiedy do sauve qui peut?	4. Crises and Morality: When Does Shock Produce Solidarity, and When Sauve Qui Peut?	Kryzys może prowadzić do solidarności albo oportunizmu; decydują nie tylko substytuty, lecz także zdolność koordynacji.	A crisis can produce solidarity or opportunism; outcomes depend not only on substitutes but also on coordination capacity.
618	16	rosja	E2	10	4.1. 1973 vs. 2022: dwa tryby reakcji	4.1 1973 vs 2022: Two Modes of Response	1973 wzmocnił transakcyjność, 2022 przyspieszył europejski decoupling dzięki technologii i istniejącym instytucjom wspólnego działania.	1973 strengthened transactionalism; 2022 accelerated European decoupling thanks to technology and existing institutions of collective action.
619	16	rosja	E2	11	4.2. Asymetria kosztów: kto płaci za transformację?	4.2 Cost Asymmetry: Who Pays for the Transition?	Koszty szoków najmocniej obciążają państwa bez rezerw, własnej podaży i kapitału; energia rozproszona zmniejsza tę zależność.	The costs of shocks fall hardest on states without reserves, domestic supply or capital; distributed energy reduces this dependence.
620	16	rosja	E2	12	5. Podsumowanie korekt	5. Summary of Corrections	Dwie główne korekty: chiński monopol eroduje wolniej, a solidarność wymaga substytutu technologicznego oraz instytucji koordynacyjnych.	Two main corrections: China's monopoly erodes more slowly, and solidarity requires both a technological substitute and coordination institutions.
621	17	audhd	AU01	1	63 cechy — rdzeń czy maskowanie	63 features — core or camouflaging	"Klasyfikacja wszystkich sześćdziesięciu trzech cech z opracowania „AuDHD u dorosłych — cechy i wzorce funkcjonowania"" (v4.5) według jednego pytania: czy dana cecha jest bezpośrednim wynikiem samej neurobiologii AuDHD, czy produktem lat maskowania — kamuflażu…"	Classification of all sixty-three features from “AuDHD in adults — features and patterns of functioning” (v4.5) according to one question: is a given feature a direct result of AuDHD neurobiology itself, or a product of years of masking and camouflaging?
622	17	audhd	AU01	2	Lista	The list	0. Styl przetwarzania informacji [R] — definicyjna architektura: asocjacyjne, oddolne, monotropiczne przetwarzanie to sam fundament, na którym stoi reszta listy.	0. Information-processing style [R] — the defining architecture: associative, bottom-up, monotropic processing is the very foundation on which the rest of the list stands.
623	17	audhd	AU01	3	Podsumowanie rachunku	Summary count	Rdzeń [R]: trzydzieści osiem cech. Mieszane [R+M]: dziewiętnaście. Maskowanie [M]: sześć — pozycje 23, 36, 47, 53, 56, 62.	Core [R]: thirty-eight features. Mixed [R+M]: nineteen. Camouflaging [M]: six — items 23, 36, 47, 53, 56, and 62.
624	18	audhd	AU02	1	Co działa po późnej diagnozie	What works after a late diagnosis	Menu tego, co wymyślono dla dorosłych po świeżej diagnozie i co zazwyczaj działa. Do wybierania, nie do zaliczenia w całości.	A menu of approaches developed for adults after a recent diagnosis and that generally work. Something to choose from, not a syllabus to complete in full.
625	18	audhd	AU02	2	Mapa terenu — pięć rzeczy, które rozstrzygają	A map of the terrain — five things that make the difference	Zanim menu — mapa. U ludzi, którzy przeszli późną diagnozę autyzmu, ADHD albo obu naraz, o przebiegu rozstrzyga pięć rzeczy. Po pierwsze: relacje i stan psychiczny wokół diagnozy ważą więcej niż sama diagnoza.	Before the menu, the map. For people who receive a late diagnosis of autism, ADHD, or both, five things largely determine how the process unfolds. First: relationships and mental health around the time of diagnosis matter more than the diagnosis itself.
626	18	audhd	AU02	3	Kurs o sobie	A course about yourself	Kilkanaście spotkań w małej grupie, tydzień po tygodniu jeden temat. Sprawdzone tematy takiego kursu:	A dozen or so meetings in a small group, one topic each week. Topics that have been tested in this kind of course include:
627	18	audhd	AU02	4	Prowadzący z tego samego plemienia	A facilitator from the same tribe	Wszystko powyższe działa wyraźnie lepiej, gdy prowadzi osoba, która sama ma diagnozę. Dwa powody: rozumie bez tłumaczenia — i jest żywym dowodem, że z tą diagnozą da się być dorosłym, całym człowiekiem. To nie dodatek, to składnik czynny.	Everything above works markedly better when it is led by someone who has the diagnosis themselves. Two reasons: they understand without requiring an explanation, and they are living proof that it is possible to have this diagnosis and still be a whole adult person. This is not an add-on; it is an active ingredient.
628	18	audhd	AU02	5	Ludzie w tej samej łodzi	People in the same boat	Regularny kontakt z innymi późno zdiagnozowanymi — grupa, spotkania, choćby czytanie cudzych historii.	Regular contact with other people who were diagnosed late — a group, meetings, or even simply reading other people's stories.
629	18	audhd	AU02	6	Człowiek zamiast listy numerów	A person instead of a list of phone numbers	Lista adresów i ulotki nie działają — dzwonienie po obcych instytucjach to dokładnie ta rzecz, którą diagnoza właśnie nazwała trudną.	Lists of addresses and leaflets do not work. Calling unfamiliar institutions is precisely the kind of thing the diagnosis has just identified as difficult.
630	18	audhd	AU02	7	Pakiet na start	A starter pack	Darmowy materiał do samodzielnego przejścia w swoim tempie: co znaczy ta diagnoza, historie innych, pierwsze kroki.	Free material to work through independently and at your own pace: what the diagnosis means, other people's stories, and first steps.
631	18	audhd	AU02	8	Czego się domagać — lista 24 głosów	What to ask for — a list of 24 voices	Późno zdiagnozowani dorośli uzgodnili między sobą, w czterech rundach, pełną listę tego, co wsparcie po diagnozie ma zawierać.	Late-diagnosed adults reached agreement, over four rounds, on a complete list of what post-diagnostic support should include.
632	18	audhd	AU02	9	Czego się spodziewać po sobie	What to expect from yourself	Trzy rzeczy, o których warto wiedzieć zawczasu, bo wiedza o nich sama w sobie pomaga. Ulga i żałoba przychodzą razem — ulga, że wreszcie wiadomo, i żal po latach przemaskowanych; to nie sprzeczność, to komplet.	Three things worth knowing in advance, because knowing them is helpful in itself. Relief and grief can arrive together: relief that there is finally an explanation, and grief for years spent masking. That is not a contradiction; it is the whole picture.
633	19	audhd	AU03	1	Ten equations, metaphysics, and a jury packed with friends	Ten equations, metaphysics, and a jury packed with friends	A private selection of equations that do more than calculate the world: they have the nerve to say something about what the world actually is.	A private selection of equations that do more than calculate the world: they have the nerve to say something about what the world actually is.
634	19	audhd	AU03	2	Principle of stationary action	Principle of stationary action	The actual path of a system is the one for which a small variation of the entire trajectory does not change the action to first order. Not the “shortest” and not always the “smallest”: stationary .	The actual path of a system is the one for which a small variation of the entire trajectory does not change the action to first order. Not the “shortest” and not always the “smallest”: stationary .
635	19	audhd	AU03	3	Einstein field equation	Einstein field equation	On the left, the geometry of spacetime; on the right, matter and energy. The contents of the world do not sit inside a ready-made stage set: the contents deform the stage, and the deformed stage guides the actors.	On the left, the geometry of spacetime; on the right, matter and energy. The contents of the world do not sit inside a ready-made stage set: the contents deform the stage, and the deformed stage guides the actors.
636	19	audhd	AU03	4	Boltzmann and the second law	Boltzmann and the second law	One line connects microscopic possibilities with macroscopic disorder and explains why scrambled eggs do not spontaneously reassemble into an egg.	One line connects microscopic possibilities with macroscopic disorder and explains why scrambled eggs do not spontaneously reassemble into an egg.
637	19	audhd	AU03	5	Bell–CHSH and the Tsirelson bound	Bell–CHSH and the Tsirelson bound	This is an experimental detector for metaphysical fraud. It tests whether the world can be a local machine in which particles have their answers printed before measurement.	This is an experimental detector for metaphysical fraud. It tests whether the world can be a local machine in which particles have their answers printed before measurement.
638	19	audhd	AU03	6	Uncertainty relation	Uncertainty relation	This is not about a lab technician's shaky hand or a microscope that was too cheap. A quantum state cannot simultaneously possess arbitrarily sharp position and momentum.	This is not about a lab technician's shaky hand or a microscope that was too cheap. A quantum state cannot simultaneously possess arbitrarily sharp position and momentum.
639	19	audhd	AU03	7	Maxwell in two lines	Maxwell in two lines	Electromagnetism, which takes four famous equations in vector calculus, collapses to two in the language of differential forms. The first contains the absence of magnetic monopoles and induction; the second, charges and currents.	Electromagnetism, which takes four famous equations in vector calculus, collapses to two in the language of differential forms. The first contains the absence of magnetic monopoles and induction; the second, charges and currents.
640	19	audhd	AU03	8	Dirac equation	Dirac equation	The attempt to reconcile quantum mechanics with special relativity produced spin almost for free, then spat out negative energies. Instead of sweeping them under the rug, physics took them seriously and found antimatter.	The attempt to reconcile quantum mechanics with special relativity produced spin almost for free, then spat out negative energies. Instead of sweeping them under the rug, physics took them seriously and found antimatter.
641	19	audhd	AU03	9	Navier–Stokes equations · outside the competition	Navier–Stokes equations · outside the competition	Newton for a fluid: inertia, pressure, viscosity, and external forces, after which one tiny nonlinear term, u·∇u , opens a turbulence farm in the basement.	Newton for a fluid: inertia, pressure, viscosity, and external forces, after which one tiny nonlinear term, u·∇u , opens a turbulence farm in the basement.
642	19	audhd	AU03	10	Landauer's limit	Landauer's limit	Erasing one bit of information has a minimum thermodynamic cost. Information is not a mist floating above matter: it lives in a physical state, and irreversible erasure produces entropy. Even the cosmic administrator cannot empty the trash completely for free.	Erasing one bit of information has a minimum thermodynamic cost. Information is not a mist floating above matter: it lives in a physical state, and irreversible erasure produces entropy. Even the cosmic administrator cannot empty the trash completely for free.
643	19	audhd	AU03	11	Wheeler–DeWitt	Wheeler–DeWitt	An equation meant to describe the entire Universe, and there is no time in it. Not “time flows relatively.” Not “time is strange.” The fucker has been deleted from the equation.	An equation meant to describe the entire Universe, and there is no time in it. Not “time flows relatively.” Not “time is strange.” The fucker has been deleted from the equation.
644	19	audhd	AU03	12	Competition jury	Competition jury	Discussion of “Competition jury” in the context of “Ten equations, metaphysics, and a jury packed with friends — with notes from the zombie reviewer”.	Discussion of “Competition jury” in the context of “Ten equations, metaphysics, and a jury packed with friends — with notes from the zombie reviewer”.
645	19	audhd	AU03	13	Assessment of impartiality	Assessment of impartiality	The jury is entirely independent — of responsibility, the calendar, and any possibility of reconstructing how its decisions were made. Everyone got in through connections, which eliminated the risk of some random outsider accidentally taking part.	The jury is entirely independent — of responsibility, the calendar, and any possibility of reconstructing how its decisions were made. Everyone got in through connections, which eliminated the risk of some random outsider accidentally taking part.
646	20	audhd	AU04	1	Dziesięć równań, metafizyka i komisja po znajomości	Ten equations, metaphysics, and a jury packed with friends	Prywatny wybór równań, które nie tylko liczą świat, lecz bezczelnie mówią coś o tym, czym świat w ogóle jest. Z komentarzami Maćka, organem nadzorczym o kwalifikacjach mocno demonicznych oraz uwagami zombierewizora, dopisanymi na wyraźne żądanie komisji.	A private selection of equations that do more than calculate the world: they have the nerve to say something about what the world actually is. With Maciek's commentary, a supervisory body of distinctly demonic qualifications, and notes from the zombie reviewer, added at the jury's explicit request.
647	20	audhd	AU04	2	Zasada stacjonarnego działania	Principle of stationary action	Rzeczywista droga układu jest tą, przy której mała zmiana całej trajektorii nie zmienia działania w pierwszym rzędzie. Nie „najkrótsza” i nie zawsze „najmniejsza”: stacjonarna .	The actual path of a system is the one for which a small variation of the entire trajectory does not change the action to first order. Not the “shortest” and not always the “smallest”: stationary.
648	20	audhd	AU04	3	Równanie pola Einsteina	Einstein field equation	Po lewej geometria czasoprzestrzeni, po prawej materia i energia. Zawartość świata nie siedzi w gotowej scenografii: zawartość deformuje scenę, a zdeformowana scena prowadzi aktorów. Grawitacja przestaje być siłą i zostaje architekturą.	On the left, the geometry of spacetime; on the right, matter and energy. The contents of the world do not sit inside a ready-made stage set: the contents deform the stage, and the deformed stage guides the actors. Gravity ceases to be a force and becomes architecture.
649	20	audhd	AU04	4	Boltzmann i druga zasada	Boltzmann and the second law	Jedna linia łączy mikroskopowe możliwości z makroskopowym nieporządkiem i wyjaśnia, dlaczego jajecznica nie składa się spontanicznie w jajko.	One line connects microscopic possibilities with macroscopic disorder and explains why scrambled eggs do not spontaneously reassemble into an egg.
650	20	audhd	AU04	5	Bell–CHSH i granica Tsirelsona	Bell–CHSH and the Tsirelson bound	To eksperymentalny wykrywacz metafizycznego oszustwa. Sprawdza, czy świat może być lokalną maszyną, w której cząstki mają odpowiedzi wydrukowane przed pomiarem.	This is an experimental detector for metaphysical fraud. It tests whether the world can be a local machine in which particles have their answers printed before measurement.
651	20	audhd	AU04	6	Nierówność nieoznaczoności	Uncertainty relation	Nie chodzi o drżącą rękę laboranta ani zbyt tani mikroskop. Stan kwantowy nie może jednocześnie posiadać dowolnie ostrego położenia i pędu. Ograniczenie siedzi w nieprzemienności operatorów, czyli w samej geometrii teorii.	This is not about a lab technician's shaky hand or a microscope that was too cheap. A quantum state cannot simultaneously possess arbitrarily sharp position and momentum. The limitation lies in the non-commutativity of operators, in the geometry of the theory itself.
652	20	audhd	AU04	7	Maxwell w dwóch liniach	Maxwell in two lines	Elektromagnetyzm, który w rachunku wektorowym zajmuje cztery słynne równania, w języku form różniczkowych składa się do dwóch. Pierwsze zawiera brak monopoli magnetycznych i indukcję; drugie — ładunki oraz prądy.	Electromagnetism, which takes four famous equations in vector calculus, collapses to two in the language of differential forms. The first contains the absence of magnetic monopoles and induction; the second, charges and currents.
653	20	audhd	AU04	8	Równanie Diraca	Dirac equation	Próba pogodzenia mechaniki kwantowej ze szczególną względnością dała spin niemal gratis, a potem wypluła ujemne energie. Zamiast zamieść je pod dywan, fizyka potraktowała je poważnie — i znalazła antymaterię.	The attempt to reconcile quantum mechanics with special relativity produced spin almost for free, then spat out negative energies. Instead of sweeping them under the rug, physics took them seriously and found antimatter.
654	20	audhd	AU04	9	Równania Naviera–Stokesa · poza konkursem	Navier–Stokes equations · outside the competition	Newton dla płynu: bezwładność, ciśnienie, lepkość i siły zewnętrzne, po czym maleńki nieliniowy wyraz u·∇u otwiera w piwnicy hodowlę turbulencji.	Newton for a fluid: inertia, pressure, viscosity, and external forces, after which one tiny nonlinear term, u·∇u, opens a turbulence farm in the basement.
655	20	audhd	AU04	10	Granica Landauera	Landauer's limit	Skasowanie jednego bitu informacji ma minimalny koszt termodynamiczny. Informacja nie jest mgłą unoszącą się nad materią: siedzi w stanie fizycznym, a jej nieodwracalne wymazanie produkuje entropię.	Erasing one bit of information has a minimum thermodynamic cost. Information is not a mist floating above matter: it lives in a physical state, and irreversible erasure produces entropy.
656	20	audhd	AU04	11	Wheeler–DeWitt	Wheeler–DeWitt	Równanie mające opisywać cały Wszechświat — i nie ma w nim czasu. Nie „czas płynie względnie”. Nie „czas jest dziwny”. Skurwysyn został wykreślony z równania.	An equation meant to describe the entire Universe, and there is no time in it. Not “time flows relatively.” Not “time is strange.” The fucker has been deleted from the equation.
657	20	audhd	AU04	12	Komisja konkursowa	Competition jury	Omówienie zagadnienia „Komisja konkursowa” w kontekście opracowania „Dziesięć równań, metafizyka i komisja po znajomości — z uwagami zombierewizora”.	Discussion of “Competition jury” in the context of “Ten equations, metaphysics, and a jury packed with friends — with notes from the zombie reviewer”.
658	20	audhd	AU04	13	Ocena bezstronności	Assessment of impartiality	Komisja jest całkowicie niezależna — od odpowiedzialności, kalendarza i możliwości odtworzenia toku podejmowania decyzji. Wszyscy trafili do niej po znajomości, dzięki czemu wyeliminowano ryzyko przypadkowego udziału osoby obcej.	The jury is entirely independent — of responsibility, the calendar, and any possibility of reconstructing how its decisions were made. Everyone got in through connections, which eliminated the risk of some random outsider accidentally taking part.
659	21	audhd	AU05	1	Architektury pamięci jako mapa poznawcza	Memory architectures as a cognitive map	Od pamięci komputerowej lat 80. przez paradygmaty języków programowania, systemy big data, aż po pamięć neurotypową i neuroróżnorodną.	From computer memory in the 1980s, through programming-language paradigms and big-data systems, to neurotypical and neurodivergent memory.
660	21	audhd	AU05	2	Streszczenie	Abstract	Esej argumentuje, że historia pamięci komputerowej — od drogiego, fizycznie ograniczonego DRAM-u lat 80., przez ewolucję paradygmatów zarządzania pamięcią w językach programowania, do współczesnych systemów rozproszonych obsługujących petabajty danych — jest…	The essay argues that the history of computer memory — from the expensive, physically constrained DRAM of the 1980s, through the evolution of memory-management paradigms in programming languages, to today's distributed systems handling petabytes of data — is…
661	21	audhd	AU05	3	§1 Wprowadzenie — jeden problem, wiele rozwiązań	§1 Introduction — one problem, many solutions	Każdy system, który ma pamiętać , mierzy się z tym samym strukturalnym ograniczeniem: dostępna pamięć jest skończona, a strumień napływających danych — w praktyce nieskończony.	Every system that has to remember faces the same structural constraint: available memory is finite, while the stream of incoming data is, in practice, infinite.
662	21	audhd	AU05	4	§2 Pamięć komputerowa lat 80. i wczesnych 90. — fizyka jako ramy projektowe	§2 Computer memory in the 1980s and early 1990s — physics as a design constraint	W latach 80. XX wieku pamięć RAM była drogim, deficytowym, fizycznie wymiernym zasobem. Komputer Apple II (1977) miał standardowo 4 KB pamięci. IBM PC (1981) — 16 KB w wersji bazowej, do 256 KB w wersji rozszerzonej.	In the 1980s, RAM was an expensive, scarce, physically measurable resource. The Apple II (1977) came with 4 KB of memory as standard. The IBM PC (1981) had 16 KB in the base version and up to 256 KB when expanded.
663	21	audhd	AU05	5	Źródła do §2	Sources for §2	Wikipedia: Commodore 64 — pełen opis architektury, 64 KB RAM, 38 911 bajtów dla BASIC-a, mechanizm bank switching	Wikipedia: Commodore 64 — full architecture description, 64 KB of RAM, 38,911 bytes available to BASIC, bank-switching mechanism
664	21	audhd	AU05	6	§3 Pamięć w języku C — manualne zarządzanie jako paradygmat	§3 Memory in C — manual management as a paradigm	Język C, zaprojektowany w latach 1972–1973 przez Dennisa Ritchiego w Bell Labs, jako rozwinięcie języka B Kena Thompsona, jest bezpośrednim semantycznym odzwierciedleniem etosu pierwotnego. C nie zarządza pamięcią za programistę.	C, designed in 1972–1973 by Dennis Ritchie at Bell Labs as an evolution of Ken Thompson's B language, is a direct semantic reflection of the original ethos. C does not manage memory for the programmer.
665	21	audhd	AU05	7	Źródła do §3	Sources for §3	Wikipedia: C (programming language) — historia, projekt, relacja z Uniksem	Wikipedia: C (programming language) — history, design, relationship with Unix
