dokument_kod	plik_zamrozony	plik_anchory	kolejnosc	poziom	sekcja_tytul	anchor
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	12	H2	4. Geopolityka energii: substytucja jako zmiana topologii władzy	geopolityka-energii-topologia-wladzy
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	13	H3	4.1. Gdyby a.1 + b były zelektryfikowane	elektryfikacja-transportu-i-generacji
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	14	H3	4.2. Stary paradygmat vs. nowy: centralizacja vs. decentralizacja	centralizacja-vs-decentralizacja
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	15	H3	4.3. Panel to capital good, baryłka to consumable	panel-capital-good-barylka-consumable
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	16	H2	5. Monopole surowcowe: trwałość saudyjska vs. chińska	monopole-surowcowe
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	17	H3	5.1. Saudyjska dźwignia cenowa: autoimmunologia	saudyjska-dzwignia-autoimmunologia
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	18	H3	5.2. Chiński monopol na surowce krytyczne: aktywny i czasowy	chinski-monopol-surowcow-krytycznych
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	19	H3	"5.3. Dlaczego chiński „OPEC na surowce krytyczne"" ma wbudowany zegar samozniszczenia"	chinski-opec-zegar-samozniszczenia
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	20	H2	6. Wymiar etyczny: kryzysy, moralność i transformacja	wymiar-etyczny-transformacji
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	21	H3	6.1. Tani surowiec od dyktatorów jako moralny hazard	tani-surowiec-moralny-hazard
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	22	H3	6.2. Kryzysy nie zawsze moralizują — warunek: substytut	kryzys-warunek-substytut
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	23	H3	6.3. Kto przyspieszył dekarbonizację?	kto-przyspieszyl-dekarbonizacje
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	24	H3	6.4. Energia jako narzędzie sprawiedliwości	energia-sprawiedliwosc
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	25	H2	7. Podsumowanie tez	podsumowanie-tez
E2	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17.html	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17-anchory.html	1	H1	Monopole, moralność i transformacja	monopole-moralnosc-transformacja
E2	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17.html	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17-anchory.html	2	H2	1. Saudyjska dźwignia cenowa: anatomia samolikwidacji	saudyjska-dzwignia-samolikwidacja
E2	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17.html	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17-anchory.html	3	H2	2. Chiński monopol na REE i lit: strategia, mechanizm, erozja	chinski-monopol-ree-lit
E2	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17.html	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17-anchory.html	4	H3	"2.1. Strategia: „nie geologia, lecz processing"""	strategia-processing
E2	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17.html	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17-anchory.html	5	H3	2.2. Erozja: czy zegar samozniszczenia naprawdę tyka?	erozja-zegar-samozniszczenia
E2	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17.html	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17-anchory.html	6	H2	3. Wandel durch Handel: anatomia moralnego hazardu energetycznego	wandel-durch-handel-moralny-hazard
E2	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17.html	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17-anchory.html	7	H3	3.1. Niemiecka zależność od rosyjskiego gazu jako case study	niemiecka-zaleznosc-rosyjski-gaz
E2	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17.html	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17-anchory.html	8	H3	"3.2. „Nowe kraje członkowskie"" vs. „stare"""	nowe-vs-stare-kraje-czlonkowskie
E2	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17.html	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17-anchory.html	9	H2	4. Kryzysy a moralność: kiedy szok prowadzi do solidarności, a kiedy do sauve qui peut?	kryzysy-moralnosc-solidarnosc-sauve-qui-peut
E2	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17.html	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17-anchory.html	10	H3	4.1. 1973 vs. 2022: dwa tryby reakcji	1973-vs-2022
E2	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17.html	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17-anchory.html	11	H3	4.2. Asymetria kosztów: kto płaci za transformację?	asymetria-kosztow-transformacji
E2	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17.html	monopole-moralnosc-transformacja-zrodla-v01_00-2026-03-17-anchory.html	12	H2	5. Podsumowanie korekt	podsumowanie-korekt
